run,tag,origins,asset,model,metric,value
2026-07-27 10:08:16+00:00,tree,1445,24,vol_21d,coverage,79.3178447849728
2026-07-27 10:08:16+00:00,tree,1445,24,xgb,width,18.87208624413142
2026-07-27 10:08:16+00:00,tree,1445,24,lgbm,width,19.00909115559637
2026-07-27 10:08:16+00:00,tree,1445,24,vol_21d,width,20.66089017785267
2026-07-27 10:08:16+00:00,tree,1445,24,xgb,med_MAPE,5.749111879011601
2026-07-27 10:08:16+00:00,tree,1445,24,lgbm,med_MAPE,5.746847398753047
2026-07-27 10:08:16+00:00,tree,1445,24,vol_21d,med_MAPE,5.805569702692228
2026-07-27 10:08:16+00:00,tree,1445,24,xgb,pinball_%,1.4051180790352793
2026-07-27 10:08:16+00:00,tree,1445,24,lgbm,pinball_%,1.4129764968398537
2026-07-27 10:08:16+00:00,tree,1445,24,vol_21d,pinball_%,1.4136298354939139
2026-07-27 11:24:04+00:00,classical_price,2080,5,flat,MAE,390.23228957486265
2026-07-27 11:24:04+00:00,classical_price,2080,5,drift,MAE,420.27531146066224
2026-07-27 11:24:04+00:00,classical_price,2080,5,arima,MAE,389.35321561485455
2026-07-27 11:24:04+00:00,classical_price,2080,5,sarima,MAE,392.57396689146816
2026-07-27 11:24:04+00:00,classical_price,2080,5,seasonal,MAE,512.8937778516483
2026-07-27 11:24:04+00:00,classical_price,2080,5,linreg,MAE,583.8095890766685
2026-07-27 11:24:04+00:00,classical_price,2080,5,flat,MAPE,6.073906664716917
2026-07-27 11:24:04+00:00,classical_price,2080,5,drift,MAPE,6.701962523630876
2026-07-27 11:24:04+00:00,classical_price,2080,5,arima,MAPE,6.219803223480125
2026-07-27 11:24:04+00:00,classical_price,2080,5,sarima,MAPE,6.255936224870398
2026-07-27 11:24:04+00:00,classical_price,2080,5,seasonal,MAPE,8.463467509516299
2026-07-27 11:24:04+00:00,classical_price,2080,5,linreg,MAPE,9.784254453302763
2026-07-27 11:24:04+00:00,classical_price,2080,5,flat,MASE,3.3636817170843076
2026-07-27 11:24:04+00:00,classical_price,2080,5,drift,MASE,3.6306915705815856
2026-07-27 11:24:04+00:00,classical_price,2080,5,arima,MASE,3.653420702672503
2026-07-27 11:24:04+00:00,classical_price,2080,5,sarima,MASE,3.6809221788510005
2026-07-27 11:24:04+00:00,classical_price,2080,5,seasonal,MASE,4.689613210929884
2026-07-27 11:24:04+00:00,classical_price,2080,5,linreg,MASE,5.24774071089625
2026-07-27 11:24:04+00:00,classical_price,2080,5,flat,DirAcc,0.0
2026-07-27 11:24:04+00:00,classical_price,2080,5,drift,DirAcc,51.49038461538461
2026-07-27 11:24:04+00:00,classical_price,2080,5,arima,DirAcc,49.32692307692308
2026-07-27 11:24:04+00:00,classical_price,2080,5,sarima,DirAcc,49.75961538461539
2026-07-27 11:24:04+00:00,classical_price,2080,5,seasonal,DirAcc,0.0
2026-07-27 11:24:04+00:00,classical_price,2080,5,linreg,DirAcc,50.57692307692307
2026-07-28 08:50:46+00:00,dlinear,1445,dlinear,pinball,163.2909671020162
2026-07-28 08:50:46+00:00,dlinear,1445,dlinear,coverage,79.70341077607513
2026-07-28 08:50:46+00:00,dlinear,1445,dlinear,width,18.66066484696835
2026-07-28 08:50:46+00:00,dlinear,1445,dlinear,med_MAPE,5.721580988621814
2026-07-28 08:50:46+00:00,dlinear,1445,dlinear,pinball_%,1.374061650275145
2026-07-28 08:55:45+00:00,neural,1445,lstm,pinball,162.96574703989214
2026-07-28 08:55:45+00:00,neural,1445,dlinear,pinball,163.22401139233136
2026-07-28 08:55:45+00:00,neural,1445,lstm,coverage,80.01977261492831
2026-07-28 08:55:45+00:00,neural,1445,dlinear,coverage,79.70341077607513
2026-07-28 08:55:45+00:00,neural,1445,lstm,width,18.412282246694307
2026-07-28 08:55:45+00:00,neural,1445,dlinear,width,18.613384933781656
2026-07-28 08:55:45+00:00,neural,1445,lstm,med_MAPE,5.714988157055467
2026-07-28 08:55:45+00:00,neural,1445,dlinear,med_MAPE,5.721174194139976
2026-07-28 08:55:45+00:00,neural,1445,lstm,pinball_%,1.3713249868626147
2026-07-28 08:55:45+00:00,neural,1445,dlinear,pinball_%,1.3734982310329318
2026-07-28 09:06:06+00:00,dlinear,1445,dlinear,pinball,163.28521810262822
2026-07-28 09:06:06+00:00,dlinear,1445,dlinear,coverage,79.6836381611468
2026-07-28 09:06:06+00:00,dlinear,1445,dlinear,width,18.620505610475412
2026-07-28 09:06:06+00:00,dlinear,1445,dlinear,med_MAPE,5.721821772894608
2026-07-28 09:06:06+00:00,dlinear,1445,dlinear,pinball_%,1.3740132735662145
2026-07-28 09:09:19+00:00,lstm,1445,lstm,pinball,162.91425543095383
2026-07-28 09:09:19+00:00,lstm,1445,lstm,coverage,79.97034107760751
2026-07-28 09:09:19+00:00,lstm,1445,lstm,width,18.393298475174554
2026-07-28 09:09:19+00:00,lstm,1445,lstm,med_MAPE,5.715298862772706
2026-07-28 09:09:19+00:00,lstm,1445,lstm,pinball_%,1.3708916950130485
2026-07-28 09:10:39+00:00,dlinear,1445,dlinear,pinball,163.25099344582358
2026-07-28 09:10:39+00:00,dlinear,1445,dlinear,coverage,79.6836381611468
2026-07-28 09:10:39+00:00,dlinear,1445,dlinear,width,18.61984674525101
2026-07-28 09:10:39+00:00,dlinear,1445,dlinear,med_MAPE,5.7216559992889895
2026-07-28 09:10:39+00:00,dlinear,1445,dlinear,pinball_%,1.3737252797522046
